Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker
0,-0.738667542842371,2,0,-0.2453662595021756,0,1,0.9184771676276684,2,0,-1.6724592395536968,0,-0.2239269476157951,2,1,-0.7049259983890862,1,2.3348689263480744,0,0
3,1.2525737273156552,3,3,1.5619404920291808,2,3,-0.8701833340815202,1,0,1.0469866784197936,2,0.3917402296467996,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,0.7547634097761486,4,0,-0.3864347213789122,4,4,0.9184771676276684,2,0,1.0469866784197936,0,0.039930414068174,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,-1.2364778603818776,2,7,-0.6143418092852982,0,1,-1.7645135849361149,1,0,-0.7659772668958666,3,1.798979491961302,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-1.2364778603818776,4,4,-1.0396738551448057,2,4,0.9184771676276684,2,0,1.0469866784197936,2,1.4471696763826765,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,1.5014788860854085,3,7,3.008778334694605,1,3,-0.8701833340815202,2,0,0.1405047057619635,3,-0.3118794015104515,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.2569530922366421,4,3,0.5191680929302888,0,1,-0.8701833340815202,1,0,1.0469866784197936,2,-0.9275465787730462,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0
2,0.2569530922366421,2,3,-0.1344254842071541,0,4,0.0241469167730741,0,0,1.0469866784197936,3,1.35921722248802,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-1.2364778603818776,4,4,-0.5427442482322812,0,4,-0.8701833340815202,3,0,-0.7659772668958666,0,-0.4877843092997643,2,0,1.0270789116578083,2,-0.4282895663715403,0,0
1,1.2525737273156552,3,9,2.3342725986357364,1,3,-1.7645135849361149,2,0,0.1405047057619635,1,-0.3998318554051079,2,1,1.0270789116578083,1,2.3348689263480744,1,0
2,-0.738667542842371,2,0,-0.6880660305676128,0,1,0.9184771676276684,2,0,-1.6724592395536968,0,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,0.7547634097761486,4,4,0.1363692516567322,4,4,0.9184771676276684,2,0,1.0469866784197936,1,1.1833123146987072,1,1,1.0270789116578083,1,-0.4282895663715403,0,0
0,-0.2408572253028645,2,0,-0.8135389840961674,0,1,-1.7645135849361149,1,0,-0.7659772668958666,2,-1.103451486562359,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,-0.738667542842371,1,4,-0.397776909268499,0,2,0.9184771676276684,0,0,-1.6724592395536968,3,-0.5757367631944207,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0
0,2.2481943623946683,2,0,1.592068178610896,0,4,0.9184771676276684,2,0,1.0469866784197936,3,0.5676451374361124,0,2,-0.7049259983890862,3,-0.4282895663715403,0,0
0,-1.2364778603818776,4,3,0.0399606545952438,0,2,-1.7645135849361149,0,0,1.0469866784197936,0,0.7435500452254252,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
0,0.2569530922366421,2,4,-0.7050793124019931,1,2,0.9184771676276684,1,0,-0.7659772668958666,2,-0.3118794015104515,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.2408572253028645,4,0,-0.7951079287755888,0,2,0.9184771676276684,1,0,0.1405047057619635,0,0.039930414068174,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,0.2569530922366421,2,0,-0.6657360981599887,0,2,-0.8701833340815202,2,2,-0.7659772668958666,0,-0.3998318554051079,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.738667542842371,2,4,-0.908884251043007,0,2,0.9184771676276684,2,0,-0.7659772668958666,0,-0.4877843092997643,0,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,0.0080479334668887,4,0,-0.9570885495737512,0,4,0.9184771676276684,2,0,1.0469866784197936,0,2.5905515770132093,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,1.2525737273156552,2,1,1.7572387897530046,0,2,-0.8701833340815202,2,0,-0.7659772668958666,1,-0.8395941248783899,2,1,-0.7049259983890862,2,2.3348689263480744,0,0
0,-0.90460431535554,4,0,-0.3651681190859368,0,1,-1.7645135849361149,2,0,0.1405047057619635,0,1.095359860804051,2,0,1.0270789116578083,1,2.3348689263480744,0,1
3,-0.738667542842371,4,4,-0.3332682156464738,4,4,-1.7645135849361149,2,1,1.0469866784197936,0,1.1833123146987072,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.7547634097761486,1,3,0.0796583122087978,3,2,0.9184771676276684,2,0,-0.7659772668958666,2,-0.1359744937211387,1,1,-0.7049259983890862,2,2.3348689263480744,1,0
3,-0.2408572253028645,3,9,-0.3906880418375072,0,2,0.9184771676276684,3,0,-0.7659772668958666,2,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.2569530922366421,4,7,0.8760925680807253,0,1,-0.8701833340815202,1,0,1.0469866784197936,3,-1.0154990326677027,2,2,1.0270789116578083,2,-0.4282895663715403,1,0
1,0.2569530922366421,2,2,2.8556587981851824,0,2,-0.8701833340815202,2,1,0.1405047057619635,2,-0.5757367631944207,0,1,1.0270789116578083,3,-0.4282895663715403,1,0
3,-1.2364778603818776,1,4,-0.5391998145167852,2,4,-0.8701833340815202,2,0,1.0469866784197936,1,0.8315024991200816,0,1,-0.7049259983890862,1,2.3348689263480744,0,0
1,0.2569530922366421,2,4,0.6425143862295459,4,4,-0.8701833340815202,1,0,1.0469866784197936,2,0.5676451374361124,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,8,-0.8397677935908371,0,3,0.9184771676276684,3,0,1.0469866784197936,1,-1.279356394351672,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.2569530922366421,2,4,0.1377870251429305,0,2,-0.8701833340815202,1,0,1.0469866784197936,2,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,0.2569530922366421,4,3,0.1225459601662982,4,4,0.9184771676276684,2,1,1.0469866784197936,3,-1.3673088482463285,2,0,1.0270789116578083,2,-0.4282895663715403,0,0
0,0.2569530922366421,1,3,0.0995071410155749,0,3,0.0241469167730741,2,0,1.0469866784197936,2,-0.7516416709837335,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,1.2525737273156552,2,7,-0.5147432218798635,0,2,0.9184771676276684,2,0,1.0469866784197936,3,0.1278828679628304,1,2,-0.7049259983890862,2,-0.4282895663715403,1,0
3,2.2481943623946683,2,9,0.2278156415165262,4,2,0.9184771676276684,0,0,-0.7659772668958666,0,0.2158353218574868,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,0.2569530922366421,4,0,0.215055680140741,1,1,0.9184771676276684,0,0,-0.7659772668958666,2,0.1278828679628304,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.2408572253028645,2,3,0.0534295027141282,0,4,0.9184771676276684,2,0,1.0469866784197936,1,1.0074074069093943,0,1,2.759083821704704,2,2.3348689263480744,1,0
0,-0.9875727016121244,2,3,-0.4023846730986437,0,2,0.0241469167730741,2,0,-0.7659772668958666,0,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,0.2569530922366421,4,1,1.590295961753148,3,4,-0.8701833340815202,1,0,1.0469866784197936,3,-0.5757367631944207,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.738667542842371,4,1,-0.6185951297438933,0,4,0.9184771676276684,2,0,1.0469866784197936,3,2.678504030907866,2,2,1.0270789116578083,3,-0.4282895663715403,0,0
1,0.2569530922366421,3,4,1.1100251933034544,0,1,-1.7645135849361149,2,0,-0.7659772668958666,2,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,1.2525737273156552,2,0,-0.506591024334223,0,1,0.9184771676276684,1,0,1.0469866784197936,2,-0.1359744937211387,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,4,-0.9205808823041436,1,3,0.9184771676276684,3,0,-1.6724592395536968,1,-1.3673088482463285,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.738667542842371,4,3,-0.6625461078160424,2,3,0.0241469167730741,1,0,1.0469866784197936,2,0.1278828679628304,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
1,-1.2364778603818776,2,0,3.9994475581757074,4,0,-1.7645135849361149,2,0,-0.7659772668958666,1,-1.103451486562359,2,1,-0.7049259983890862,0,-0.4282895663715403,1,0
3,0.2569530922366421,2,0,0.1721680321832407,0,4,0.9184771676276684,1,1,1.0469866784197936,3,2.3266942153292405,2,2,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.90460431535554,4,3,-0.4038024465848421,4,1,-0.8701833340815202,1,1,0.1405047057619635,0,-0.7516416709837335,2,0,1.0270789116578083,2,-0.4282895663715403,0,1
3,-1.4024146328950464,4,0,-0.6437606091239141,0,3,-0.8701833340815202,2,0,-1.6724592395536968,0,0.5676451374361124,2,1,2.759083821704704,1,2.3348689263480744,0,0
2,-0.4897623840726178,2,9,-0.2070863753748199,0,3,-0.8701833340815202,2,0,1.0469866784197936,1,-0.8395941248783899,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.0080479334668887,4,0,-0.5916574335061244,0,4,0.9184771676276684,3,0,0.1405047057619635,2,-0.4877843092997643,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,0.2569530922366421,3,0,-0.4629944896336235,4,2,0.9184771676276684,1,0,1.0469866784197936,2,0.5676451374361124,2,0,1.0270789116578083,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,4,-0.9110109112723046,0,2,0.9184771676276684,3,0,-0.7659772668958666,0,0.3917402296467996,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,1.7503840448551615,2,4,1.3833010327681878,4,3,0.9184771676276684,1,0,0.1405047057619635,2,-0.4877843092997643,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
3,-1.2364778603818776,2,8,-0.7206748207501751,4,0,0.9184771676276684,2,0,1.0469866784197936,1,0.039930414068174,2,1,-0.7049259983890862,3,2.3348689263480744,1,0
0,-1.2364778603818776,4,0,0.512079225499297,4,1,-1.7645135849361149,2,0,0.1405047057619635,0,0.7435500452254252,2,1,1.0270789116578083,1,2.3348689263480744,0,0
3,1.2525737273156552,4,4,2.231129577514806,0,2,-0.8701833340815202,1,0,-0.7659772668958666,2,-0.3998318554051079,1,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,0.5058582510063954,4,3,0.444734984904875,3,1,0.9184771676276684,2,0,-0.7659772668958666,0,-0.3118794015104515,1,1,1.0270789116578083,1,2.3348689263480744,1,0
1,0.7547634097761486,2,4,-0.0993355904237447,4,4,-0.8701833340815202,1,0,1.0469866784197936,2,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.2408572253028645,2,3,-0.0957911567082488,0,3,-0.8701833340815202,1,0,1.0469866784197936,0,0.3917402296467996,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.5727307703292022,2,0,2.0227168750436477,0,4,-1.7645135849361149,0,0,1.0469866784197936,1,0.8315024991200816,2,1,-0.7049259983890862,3,-0.4282895663715403,1,1
3,1.2525737273156552,2,4,-0.3446104035360606,2,4,0.9184771676276684,2,0,1.0469866784197936,2,0.3037877757521432,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.9875727016121244,4,7,-0.7568280446482332,3,4,0.9184771676276684,2,0,0.1405047057619635,3,-0.3118794015104515,2,2,1.0270789116578083,2,2.3348689263480744,0,0
1,-0.9875727016121244,4,7,-0.627456214032633,0,4,-0.8701833340815202,1,0,0.1405047057619635,2,-0.1359744937211387,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
1,1.999289203624915,4,1,0.4624571534823545,1,0,0.0241469167730741,2,0,1.0469866784197936,2,-0.7516416709837335,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.4897623840726178,2,4,-0.3346859891326721,0,1,-0.8701833340815202,1,0,0.1405047057619635,0,-0.9275465787730462,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,0.2569530922366421,2,1,2.937889660384687,0,2,-1.7645135849361149,1,0,1.0469866784197936,2,-1.103451486562359,2,0,1.0270789116578083,3,-0.4282895663715403,0,0
3,-0.738667542842371,4,7,-0.185465329710295,0,4,-0.8701833340815202,1,0,1.0469866784197936,3,1.8869319458559584,0,2,2.759083821704704,1,-0.4282895663715403,0,0
3,-0.738667542842371,2,7,-0.904630930584412,0,4,0.9184771676276684,2,0,1.0469866784197936,2,0.479692683541456,0,1,-0.7049259983890862,1,2.3348689263480744,0,0
3,0.7547634097761486,4,4,0.4461527583910734,0,3,0.9184771676276684,1,0,1.0469866784197936,2,-0.8395941248783899,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
3,2.2481943623946683,4,0,2.429972308954125,2,2,-0.8701833340815202,2,0,-0.7659772668958666,3,0.7435500452254252,0,2,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.0080479334668887,2,3,0.1161659794784056,0,3,-1.7645135849361149,1,0,1.0469866784197936,2,-0.8395941248783899,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0
1,0.5058582510063954,4,4,-0.2662784184236014,2,2,0.9184771676276684,2,0,-0.7659772668958666,1,-1.103451486562359,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,-0.2408572253028645,4,4,-0.5987463009371162,3,4,0.9184771676276684,2,0,1.0469866784197936,2,0.919454953014738,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.2408572253028645,2,3,-0.4775266678671567,4,1,0.9184771676276684,1,0,0.1405047057619635,0,-0.7516416709837335,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.0910163197234732,2,4,-0.211339695833415,2,4,0.0241469167730741,2,0,1.0469866784197936,2,0.3917402296467996,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,0.2569530922366421,3,3,-0.3325593289033746,4,1,0.9184771676276684,2,0,-0.7659772668958666,1,-0.5757367631944207,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,-0.738667542842371,0,4,1.037718745507338,0,2,0.9184771676276684,2,0,-0.7659772668958666,1,-0.6636892170890771,2,0,1.0270789116578083,2,-0.4282895663715403,1,0
0,2.2481943623946683,2,1,2.490227682117556,0,3,0.9184771676276684,2,0,1.0469866784197936,3,0.3037877757521432,1,2,2.759083821704704,2,2.3348689263480744,1,0
0,0.5058582510063954,2,4,0.0513028424848307,0,2,0.0241469167730741,2,0,-0.7659772668958666,2,-0.7516416709837335,2,1,-0.7049259983890862,3,-0.4282895663715403,0,0
1,0.2569530922366421,2,4,-0.0635368098972362,1,1,0.0241469167730741,3,0,-0.7659772668958666,2,-1.1914039404570154,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,4,4,-0.6221395634593891,3,2,0.9184771676276684,1,0,-1.6724592395536968,0,0.6555975913307688,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,-0.4897623840726178,2,4,-0.4580322824319293,4,4,0.9184771676276684,2,0,-0.7659772668958666,2,-0.0480220398264823,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,0.7547634097761486,4,0,0.3465541709856387,0,0,0.9184771676276684,3,0,-0.7659772668958666,2,-0.6636892170890771,2,1,1.0270789116578083,3,-0.4282895663715403,0,0
3,0.2569530922366421,2,4,0.0562650496865249,2,4,0.0241469167730741,2,0,-0.7659772668958666,2,-0.3998318554051079,2,1,-0.7049259983890862,2,2.3348689263480744,1,0
1,-0.4897623840726178,0,0,-0.5292754001133967,0,1,-0.8701833340815202,1,0,-1.6724592395536968,0,-0.8395941248783899,2,0,1.0270789116578083,0,-0.4282895663715403,0,0
1,0.0080479334668887,2,9,-0.7383969893276545,0,4,-0.8701833340815202,1,0,1.0469866784197936,1,0.3037877757521432,2,1,-0.7049259983890862,2,2.3348689263480744,0,0
1,1.7503840448551615,1,1,2.130822103366272,0,0,-1.7645135849361149,2,0,-0.7659772668958666,3,1.7110270380666457,0,2,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-0.4897623840726178,2,4,-0.7862468444868491,0,1,0.9184771676276684,3,0,-0.7659772668958666,0,-0.7516416709837335,2,1,-0.7049259983890862,2,-0.4282895663715403,0,1
1,-0.2408572253028645,4,3,0.1207737433085502,0,4,0.0241469167730741,1,0,1.0469866784197936,1,0.1278828679628304,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.0080479334668887,4,9,0.1349514781705338,0,3,-0.8701833340815202,2,0,0.1405047057619635,1,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
2,-0.90460431535554,2,5,-0.7252825845803197,0,2,-0.8701833340815202,2,0,-0.7659772668958666,2,0.1278828679628304,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.7547634097761486,1,1,1.49353292132011,4,0,0.9184771676276684,1,0,-1.6724592395536968,0,1.5351221302773328,0,1,-0.7049259983890862,3,-0.4282895663715403,1,0
3,0.2569530922366421,2,9,-0.7135859533191833,0,3,0.9184771676276684,2,0,-1.6724592395536968,0,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,1.2525737273156552,2,1,1.794809787137261,4,4,0.0241469167730741,2,0,1.0469866784197936,3,1.0074074069093943,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0
3,2.2481943623946683,1,9,0.1197104131939015,0,2,-1.7645135849361149,1,0,-1.6724592395536968,0,-0.7516416709837335,1,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.738667542842371,3,6,-0.6083162719689552,3,4,0.9184771676276684,2,0,1.0469866784197936,3,1.7110270380666457,2,2,1.0270789116578083,2,2.3348689263480744,0,0
0,-0.4897623840726178,2,0,0.2437655932362578,0,2,0.0241469167730741,1,0,-0.7659772668958666,1,-0.5757367631944207,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.2569530922366421,3,9,1.309931254857423,1,3,0.9184771676276684,2,0,1.0469866784197936,2,0.039930414068174,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
1,2.2481943623946683,3,2,1.5279139283604204,1,0,-0.8701833340815202,2,0,1.0469866784197936,3,-0.3998318554051079,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
1,0.2569530922366421,1,7,-0.508363241191971,0,3,0.9184771676276684,1,0,1.0469866784197936,3,-0.1359744937211387,0,2,-0.7049259983890862,1,-0.4282895663715403,0,0
0,2.2481943623946683,2,4,1.2358525902035586,0,2,0.0241469167730741,1,0,-0.7659772668958666,2,-0.3998318554051079,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.2569530922366421,1,3,-0.2793928231709362,2,2,0.9184771676276684,2,0,1.0469866784197936,0,-1.1914039404570154,1,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.7547634097761486,0,9,1.701591180419719,4,1,-0.8701833340815202,2,0,0.1405047057619635,2,-0.9275465787730462,0,1,2.759083821704704,2,-0.4282895663715403,0,0
1,-0.738667542842371,2,6,-0.9329864003083792,0,2,0.9184771676276684,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.2569530922366421,2,1,-0.1280455035192615,0,3,-0.8701833340815202,2,0,-1.6724592395536968,3,-0.1359744937211387,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
1,3.2438149974736814,3,4,1.4697852154262876,4,2,-1.7645135849361149,2,0,-1.6724592395536968,0,-0.7516416709837335,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,2.2481943623946683,2,4,2.463644429251336,4,3,0.9184771676276684,2,0,0.1405047057619635,2,0.1278828679628304,1,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,-1.2364778603818776,2,6,-0.9985584240450532,0,1,0.0241469167730741,3,0,-1.6724592395536968,1,-1.1914039404570154,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.2569530922366421,2,9,0.4677738040555983,3,2,-0.8701833340815202,2,0,0.1405047057619635,1,1.6230745841719891,2,1,2.759083821704704,3,-0.4282895663715403,1,0
3,2.2481943623946683,4,4,0.1087226686758642,4,4,0.9184771676276684,2,0,-1.6724592395536968,0,1.0074074069093943,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,3.2438149974736814,3,4,2.086162238551024,4,2,-0.8701833340815202,2,0,-0.7659772668958666,3,-0.7516416709837335,2,2,-0.7049259983890862,3,-0.4282895663715403,0,0
3,0.2569530922366421,4,9,0.444734984904875,0,2,0.0241469167730741,2,0,-0.7659772668958666,0,3.382123662065117,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
3,1.2525737273156552,3,9,2.2332562377441034,0,1,-1.7645135849361149,0,0,-1.6724592395536968,2,-0.6636892170890771,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,1.2525737273156552,0,4,0.1888268706460714,0,2,0.9184771676276684,1,0,-1.6724592395536968,2,0.5676451374361124,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,4,0,-0.9145553449878004,0,4,0.9184771676276684,2,0,0.1405047057619635,1,-0.0480220398264823,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,0.0080479334668887,2,1,-0.2818739267717833,4,4,0.9184771676276684,2,0,1.0469866784197936,0,0.919454953014738,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
1,-0.9875727016121244,2,4,-0.8794654512043911,2,2,0.9184771676276684,1,0,0.1405047057619635,0,2.678504030907866,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,3.2438149974736814,2,0,1.1539761713756034,4,2,0.9184771676276684,2,0,1.0469866784197936,3,-0.1359744937211387,2,2,-0.7049259983890862,2,2.3348689263480744,1,0
1,-0.4897623840726178,1,0,-0.7114592930898858,1,2,-0.8701833340815202,3,0,-0.7659772668958666,1,-0.9275465787730462,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,1.2525737273156552,4,3,1.366642194305357,0,1,-0.8701833340815202,1,0,1.0469866784197936,1,-1.103451486562359,2,0,1.0270789116578083,2,-0.4282895663715403,1,0
3,0.2569530922366421,4,3,-0.4406645572259994,0,3,-0.8701833340815202,2,0,-0.7659772668958666,1,-0.4877843092997643,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,-0.8216359290989554,4,0,-0.6657360981599887,0,1,0.9184771676276684,1,0,1.0469866784197936,2,-0.0480220398264823,2,1,1.0270789116578083,3,-0.4282895663715403,0,0
1,-0.9875727016121244,2,0,-0.0270291426276285,4,2,-1.7645135849361149,1,0,-0.7659772668958666,0,-0.2239269476157951,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,-0.738667542842371,1,8,-1.0393194117732558,0,4,0.9184771676276684,3,0,-1.6724592395536968,2,0.8315024991200816,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.2569530922366421,4,1,0.2731843930748737,4,3,0.0241469167730741,2,0,1.0469866784197936,1,0.6555975913307688,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.738667542842371,2,3,-0.88903542223623,0,2,0.9184771676276684,1,0,-1.6724592395536968,0,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,4,4,-0.3003049820923619,4,4,0.9184771676276684,2,0,1.0469866784197936,1,1.5351221302773328,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,1.2525737273156552,2,1,0.5014459243528093,0,2,-0.8701833340815202,2,0,-0.7659772668958666,3,-0.3118794015104515,2,2,-0.7049259983890862,3,-0.4282895663715403,1,0
3,-0.8216359290989554,4,0,1.4024409748318656,0,2,-1.7645135849361149,2,0,1.0469866784197936,1,0.3037877757521432,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,0.2569530922366421,2,0,1.4609241311375478,0,2,-1.7645135849361149,2,0,1.0469866784197936,1,0.6555975913307688,2,1,-0.7049259983890862,1,2.3348689263480744,0,0
3,-0.738667542842371,2,0,0.0906460567268351,4,1,-0.8701833340815202,2,0,0.1405047057619635,1,0.8315024991200816,2,1,-0.7049259983890862,3,2.3348689263480744,1,0
0,-1.2364778603818776,4,0,-0.9436197014548668,0,3,0.9184771676276684,1,0,0.1405047057619635,1,0.1278828679628304,2,1,1.0270789116578083,2,-0.4282895663715403,0,1
1,0.2569530922366421,2,1,0.2983498724548946,2,1,0.0241469167730741,1,0,1.0469866784197936,2,-0.6636892170890771,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.738667542842371,4,4,0.1069504518181162,0,2,-1.7645135849361149,1,0,-1.6724592395536968,0,-1.103451486562359,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.4897623840726178,4,3,-0.6207217899731908,4,4,0.9184771676276684,2,0,1.0469866784197936,1,2.4146466692238966,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,0.2569530922366421,4,4,-0.0436879810904592,4,2,0.0241469167730741,2,0,-0.7659772668958666,2,-0.3998318554051079,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,1.2525737273156552,2,4,0.1147482059922072,0,4,0.9184771676276684,2,0,-0.7659772668958666,2,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,1.2525737273156552,0,6,-0.2333151848694895,0,2,0.9184771676276684,2,0,-0.7659772668958666,2,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,-1.2364778603818776,0,4,-1.0084828384484417,0,4,0.9184771676276684,3,0,1.0469866784197936,2,0.3037877757521432,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,-0.738667542842371,2,0,-0.4885144123851939,0,2,0.9184771676276684,1,2,1.0469866784197936,1,-0.5757367631944207,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,4,0,-0.7033070955442452,3,4,0.9184771676276684,1,0,1.0469866784197936,0,0.1278828679628304,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,1.2525737273156552,3,9,-0.3991946827546974,0,3,-0.8701833340815202,2,0,-1.6724592395536968,2,-1.0154990326677027,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,-0.2408572253028645,2,3,-0.282937256886432,0,0,0.9184771676276684,2,0,-1.6724592395536968,2,-0.9275465787730462,2,1,-0.7049259983890862,0,-0.4282895663715403,0,0
0,0.2569530922366421,2,3,-0.0433335377189096,0,1,0.9184771676276684,2,0,-1.6724592395536968,3,-1.1914039404570154,0,2,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.2408572253028645,2,4,-0.4151446344744289,0,2,0.9184771676276684,2,1,-0.7659772668958666,0,0.1278828679628304,1,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,0.7547634097761486,2,4,-0.5516053325210208,4,2,0.9184771676276684,1,0,-1.6724592395536968,2,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,3.2438149974736814,1,2,4.0799062035174645,1,4,0.0241469167730741,1,0,1.0469866784197936,3,2.150789307539928,0,2,1.0270789116578083,3,-0.4282895663715403,1,0
3,0.2569530922366421,3,1,0.4989648207519622,0,3,0.0241469167730741,2,0,0.1405047057619635,2,-0.0480220398264823,2,1,1.0270789116578083,1,-0.4282895663715403,1,0
3,-0.4897623840726178,2,4,0.1051782349603683,0,4,0.9184771676276684,1,0,-0.7659772668958666,2,1.6230745841719891,0,0,-0.7049259983890862,3,-0.4282895663715403,1,0
